Title,Year,Rated,Released,Runtime,Genre,Language,Awards,imdbRating,imdbVotes,imdbID,Type,Production,Budget,Revenue,ROI%
X-Men Origins: Wolverine,2009,PG-13,01 May 2009,107,"Action, Adventure, Sci-Fi",English,3 wins & 18 nominations.,6.6,"457,050",tt0458525,movie,20th Century Fox,150000000,373062864,148.71
Match Point,2005,R,20 Jan 2006,124,"Drama, Romance, Thriller",English,Nominated for 1 Oscar. Another 12 wins & 30 nominations.,7.6,"201,748",tt0416320,movie,Dreamworks,15000000,85306374,468.71
Poseidon,2006,PG-13,12 May 2006,98,"Action, Adventure, Thriller","English, Spanish",Nominated for 1 Oscar. Another 6 nominations.,5.7,"95,923",tt0409182,movie,Warner Bros. Pictures,160000000,181674817,13.55
Rapa Nui,1994,R,09 Sep 1994,107,"Action, Adventure, Drama, History, Romance",English,1 win & 1 nomination.,6.4,"4,506",tt0110944,movie,Warner Home Video,20000000,305070,-98.47
Home Run,2013,PG-13,19 Apr 2013,113,"Drama, Sport",English,,5.9,"2,812",tt2051894,movie,Samuel Goldwyn Films,1200000,2861020,138.42
"Everything, Everything",2017,PG-13,19 May 2017,96,"Drama, Romance","English, Spanish",2 wins & 5 nominations.,6.4,"30,784",tt5001718,movie,Warner Bros. Pictures,10000000,61621140,516.21
Heartthrob,2017,Unrated,01 Jan 2018,86,"Drama, Romance, Thriller",English,1 win.,5.5,"2,229",tt5701718,movie,Citizen Skull Productions,4000000,90000000,2150.0
Hillary's America: The Secret History of the Democratic Party,2016,PG-13,22 Jul 2016,106,"Documentary, Biography, History",English,4 wins & 1 nomination.,5.3,"6,559",tt5646136,movie,D&#39;Sousa Media Corporation,5000000,13000000,160.0
The Other Woman,2009,R,28 Oct 2010,102,Drama,English,,6.3,"18,381",tt1032825,movie,IFC Films,30000000,102000000,240.0
Shakespeare in Love,1998,R,08 Jan 1999,123,"Comedy, Drama, History, Romance",English,Won 7 Oscars. Another 57 wins & 87 nominations.,7.1,"209,610",tt0138097,movie,Miramax,25000000,289317794,1057.27
War,2007,R,24 Aug 2007,103,"Action, Thriller","English, Mandarin, Japanese, Cantonese",,6.2,"83,594",tt0499556,movie,New Glory Productions,25000000,40452643,61.81
Sister Act,1992,PG,29 May 1992,100,"Comedy, Crime, Family, Music",English,Nominated for 2 Golden Globes. Another 9 wins & 8 nominations.,6.4,"83,764",tt0105417,movie,Buena Vista,31000000,231605150,647.11
The Nun,2018,R,07 Sep 2018,96,"Horror, Mystery, Thriller","English, French, Romanian, Latin",2 wins & 1 nomination.,5.3,"109,994",tt5814060,movie,Warner Bros. Pictures,22000000,365550119,1561.59
Losing Isaiah,1995,R,17 Mar 1995,111,Drama,English,1 nomination.,6.5,"5,338",tt0113691,movie,Paramount Home Video,17000000,7603766,-55.27
The Good Liar,2019,R,15 Nov 2019,109,"Crime, Drama, Mystery, Thriller","English, German, Russian, French, Spanish",4 nominations.,6.6,"17,802",tt5563334,movie,New Line Cinema,10000000,33256058,232.56
The Collector,2009,R,31 Jul 2009,90,"Action, Crime, Horror, Thriller",English,,6.4,"56,282",tt0844479,movie,Freestyle Releasing,3400000,114000000,3252.94
Dragonball Evolution,2009,PG,10 Apr 2009,85,"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller","English, Japanese, Hindi",1 nomination.,2.5,"68,700",tt1098327,movie,20th Century Fox,100000000,57497699,-42.5
Journey 2: The Mysterious Island,2012,PG,10 Feb 2012,94,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,7 wins & 4 nominations.,5.8,"90,129",tt1397514,movie,New Line Cinema,79000000,355692760,350.24
The Pink Panther,2006,PG,10 Feb 2006,93,"Adventure, Comedy, Crime, Family, Mystery",English,1 win & 8 nominations.,5.7,"79,735",tt0383216,movie,MGM/Columbia,65000000,158851357,144.39
Hard Target,1993,R,20 Aug 1993,97,"Action, Adventure, Drama, Thriller","English, French",1 win & 5 nominations.,6.2,"43,071",tt0107076,movie,MCA Universal Home Video,18000000,74189677,312.16
Little Manhattan,2005,PG,05 Jan 2006,90,"Comedy, Family, Romance",English,,7.5,"21,767",tt0412922,movie,20th Century Fox,385373,1117920,190.09
Public Enemies,2009,R,01 Jul 2009,140,"Biography, Crime, Drama, History",English,1 win & 14 nominations.,7.0,"275,023",tt1152836,movie,Universal Studios,80000000,214104620,167.63
Spanglish,2004,PG-13,17 Dec 2004,131,"Comedy, Drama, Romance","English, Spanish",Nominated for 1 Golden Globe. Another 5 wins & 14 nominations.,6.4,"76,974",tt0371246,movie,Sony Pictures Entertainment,80000000,55041367,-31.2
The Help,2011,PG-13,10 Aug 2011,146,Drama,English,Won 1 Oscar. Another 79 wins & 120 nominations.,8.1,"413,157",tt1454029,movie,DreamWorks Studios,25000000,216639112,766.56
Metropolitan,1990,PG-13,03 Aug 1990,98,"Comedy, Drama, Romance",English,Nominated for 1 Oscar. Another 6 wins & 9 nominations.,7.4,"9,117",tt0100142,movie,Rialto Pictures,225000,2900000,1188.89
The Boxtrolls,2014,PG,26 Sep 2014,96,"Animation, Adventure, Comedy, Family, Fantasy",English,Nominated for 1 Oscar. Another 8 wins & 59 nominations.,6.8,"53,196",tt0787474,movie,Focus Features,60000000,108255770,80.43
Legend of the Guardians: The Owls of Ga'Hoole,2010,PG,24 Sep 2010,97,"Animation, Action, Adventure, Family, Fantasy, Mystery, Thriller, War",English,4 wins & 23 nominations.,6.9,"76,419",tt1219342,movie,Warner Bros. Pictures,80000000,140073390,75.09
Behind the Candelabra,2013,TV-MA,07 Jun 2013,118,"Biography, Drama, Music, Romance",English,Won 2 Golden Globes. Another 41 wins & 53 nominations.,7.0,"39,468",tt1291580,movie,HBO Films,23000000,15600000,-32.17
Howards End,1992,PG,26 Feb 1993,142,"Drama, Romance","English, German",Won 3 Oscars. Another 29 wins & 48 nominations.,7.4,"27,711",tt0104454,movie,Sony Pictures Home Entertainment,8000000,26126837,226.59
The Spirit,2008,PG-13,25 Dec 2008,103,"Action, Crime, Fantasy, Thriller","English, French",2 nominations.,4.8,"58,858",tt0831887,movie,Lionsgate Films,60000000,39031337,-34.95
No Good Deed,2014,PG-13,12 Sep 2014,84,"Action, Crime, Drama, Horror, Thriller",English,2 wins & 2 nominations.,5.6,"17,469",tt2011159,movie,Sony/Screen Gems,13200000,53830415,307.81
Just Mercy,2019,PG-13,10 Jan 2020,137,"Biography, Crime, Drama",English,10 wins & 11 nominations.,7.6,"32,786",tt4916630,movie,Warner Bros. Pictures,25000000,50401502,101.61
Underworld: Blood Wars,2016,R,06 Jan 2017,91,"Action, Adventure, Fantasy, Horror","English, Saami",,5.8,"67,394",tt3717252,movie,Lakeshore Entertainment,35000000,81093313,131.7
Diggstown,1992,R,14 Aug 1992,98,"Drama, Sport",English,,7.0,"6,755",tt0104107,movie,MGM Home Entertainment,17000000,4836637,-71.55
Devil's Due,2014,R,17 Jan 2014,89,"Horror, Mystery, Thriller","English, Spanish, Latin",3 nominations.,4.1,"15,844",tt2752758,movie,20th Century Fox,7000000,36433975,420.49
American Pie 2,2001,R,10 Aug 2001,108,Comedy,English,8 wins & 6 nominations.,6.4,"234,445",tt0252866,movie,Universal Pictures,30000000,287553595,858.51
The Afflicted,2011,Unrated,01 Mar 2012,85,"Horror, Thriller",English,,4.6,"1,119",tt1566637,movie,Gravitas,180000,175742,-2.37
The Tie That Binds,1995,R,08 Sep 1995,99,"Crime, Drama, Thriller",English,1 nomination.,5.0,"1,069",tt0114666,movie,Buena Vista,14000000,5830454,-58.35
Proof,2005,PG-13,07 Oct 2005,100,"Drama, Mystery",English,Nominated for 1 Golden Globe. Another 4 wins & 5 nominations.,6.7,"42,455",tt0377107,movie,Miramax Films,20000000,7535331,-62.32
Life,2017,R,24 Mar 2017,104,"Horror, Sci-Fi, Thriller","English, Japanese, Vietnamese",7 nominations.,6.6,"199,775",tt5442430,movie,Skydance Films,58000000,100541806,73.35
Filth,2013,R,24 Apr 2014,97,"Comedy, Crime, Drama","English, German, Scots",9 wins & 14 nominations.,7.1,"98,589",tt1450321,movie,Magnet Releasing,5000000,9114264,82.29
Masterminds,2016,PG-13,30 Sep 2016,95,"Biography, Comedy, Crime","English, Spanish",1 nomination.,5.8,"48,784",tt2461150,movie,Relativity Media,25000000,29200000,16.8
Planet 51,2009,PG,20 Nov 2009,91,"Animation, Adventure, Comedy, Family, Sci-Fi","English, Spanish",4 wins & 4 nominations.,6.0,"49,599",tt0762125,movie,Sony Pictures/TriStar Pictures,70000000,104945765,49.92
Catwoman,2004,PG-13,23 Jul 2004,104,"Action, Crime, Fantasy","English, Spanish",13 wins & 8 nominations.,3.4,"107,522",tt0327554,movie,Warner Bros. Pictures,100000000,82102379,-17.9
